id,type,pollster,date,sampleSize,marginError,link,spread_winner,spread_value,favorable_value,unfavorable_value,name,slug,polling_start_date,polling_end_date
146407,poll_rcp_avg,Reuters/Ipsos,7/26 - 7/28,1025 A,3.2,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2007%2031%202024.pdf,Unfavorable,7.0,44,51,Kamala Harris Favorability,harris_favorability,2024-07-26,2024-07-28
146291,poll,ABC News/Ipsos,7/26 - 7/27,1200 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-07/Topline%20ABC_Ipsos%20Poll%20July%2027%202024.pdf,Favorable,1.0,43,42,Kamala Harris Favorability,harris_favorability,2024-07-26,2024-07-27
146284,poll_rcp_avg,Wall Street Journal,7/23 - 7/25,1000 RV,3.1,https://prod-i.a.dj.com/public/resources/documents/WSJ_Poll_LateJuly_2024.pdf,Unfavorable,6.0,46,52,Kamala Harris Favorability,harris_favorability,2024-07-23,2024-07-25
146265,poll_rcp_avg,Forbes/HarrisX,7/22 - 7/25,3013 RV,1.8,https://www.realclearpolitics.com/docs/2024/Forbes_HarrisX_July_26_2024.xlsx,Unfavorable,5.0,44,49,Kamala Harris Favorability,harris_favorability,2024-07-22,2024-07-25
146236,poll_rcp_avg,NY Times/Siena,7/22 - 7/24,1142 LV,0.0,https://www.nytimes.com/interactive/2024/07/25/us/elections/times-siena-poll-likely-electorate-crosstabs.html,Unfavorable,4.0,46,50,Kamala Harris Favorability,harris_favorability,2024-07-22,2024-07-24
146198,poll_rcp_avg,CNN,7/22 - 7/23,1631 RV,3.0,https://www.cnn.com/2024/07/24/politics/cnn-poll-kamala-harris-donald-trump/index.html,Unfavorable,13.0,39,52,Kamala Harris Favorability,harris_favorability,2024-07-22,2024-07-23
146178,poll,Economist/YouGov,7/21 - 7/23,1435 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_U76IOiF.pdf,Unfavorable,11.0,43,54,Kamala Harris Favorability,harris_favorability,2024-07-21,2024-07-23
146164,poll,NPR/PBS/Marist,7/22 - 7/22,1117 RV,3.5,https://maristpoll.marist.edu/wp-content/uploads/2024/07/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202407222001.pdf,Unfavorable,2.0,44,46,Kamala Harris Favorability,harris_favorability,2024-07-22,2024-07-22
146146,poll_rcp_avg,Yahoo News,7/19 - 7/22,1178 RV,0.0,https://www.scribd.com/document/752747800/20240722-pol,Unfavorable,10.0,43,53,Kamala Harris Favorability,harris_favorability,2024-07-19,2024-07-22
146129,poll_rcp_avg,Quinnipiac,7/19 - 7/21,1257 RV,2.8,https://poll.qu.edu/poll-release?releaseid=3901,Unfavorable,14.0,37,51,Kamala Harris Favorability,harris_favorability,2024-07-19,2024-07-21
146240,poll,Morning Consult,7/19 - 7/21,2201 RV,0.0,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,Unfavorable,8.0,43,51,Kamala Harris Favorability,harris_favorability,2024-07-19,2024-07-21
146116,poll,Forbes/HarrisX,7/19 - 7/21,2753 RV,1.9,https://www.harrisx.com/content/hop-july-19-21-2024,Unfavorable,14.0,39,53,Kamala Harris Favorability,harris_favorability,2024-07-19,2024-07-21
146101,poll,ABC News/Ipsos,7/19 - 7/20,1141 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-07/Topline%20ABC_Ipsos%20Poll%20July%2020%202024%20FINAL.pdf,Unfavorable,11.0,35,46,Kamala Harris Favorability,harris_favorability,2024-07-19,2024-07-20
146030,poll,Economist/YouGov,7/13 - 7/16,1404 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sPu9WiO.pdf,Unfavorable,12.0,43,55,Kamala Harris Favorability,harris_favorability,2024-07-13,2024-07-16
146012,poll,Forbes/HarrisX,7/13 - 7/15,1918 RV,2.2,https://www.harrisx.com/content/trump-assassination-attempt-full-results,Unfavorable,12.0,40,52,Kamala Harris Favorability,harris_favorability,2024-07-13,2024-07-15
145937,poll,FOX News,7/7 - 7/10,1210 RV,3.0,https://static.foxnews.com/foxnews.com/content/uploads/2024/07/Fox_July-7-10-2024_National_Topline_July-14-Release.pdf,Unfavorable,10.0,44,54,Kamala Harris Favorability,harris_favorability,2024-07-07,2024-07-10
145945,poll,NBC News,7/7 - 7/9,800 RV,3.5,https://www.documentcloud.org/documents/24805869-240240-nbc-july-2024-poll_714-release,Unfavorable,18.0,32,50,Kamala Harris Favorability,harris_favorability,2024-07-07,2024-07-09
145872,poll,Economist/YouGov,7/7 - 7/9,1443 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_RptTnGc.pdf,Unfavorable,16.0,41,57,Kamala Harris Favorability,harris_favorability,2024-07-07,2024-07-09
145852,poll,Reuters/Ipsos,7/1 - 7/2,892 RV,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-07/Reuters%20Ipsos%20Presidential%20Debate%20Topline%2007%2002%202024%20PDF.pdf,Unfavorable,17.0,40,57,Kamala Harris Favorability,harris_favorability,2024-07-01,2024-07-02
145767,poll,Economist/YouGov,6/30 - 7/2,1392 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xTDr4ON.pdf,Unfavorable,16.0,41,57,Kamala Harris Favorability,harris_favorability,2024-06-30,2024-07-02
145786,poll,Wall Street Journal,6/29 - 7/2,1500 RV,2.5,https://prod-i.a.dj.com/public/resources/documents/WSJ_June_2023_Partial_Results.pdf,Unfavorable,23.0,35,58,Kamala Harris Favorability,harris_favorability,2024-06-29,2024-07-02
145737,poll,CNN,6/28 - 6/30,1045 RV,3.7,https://s3.documentcloud.org/documents/24787646/cnn-poll.pdf,Unfavorable,21.0,32,53,Kamala Harris Favorability,harris_favorability,2024-06-28,2024-06-30
145702,poll,Harvard-Harris,6/28 - 6/30,2090 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_June2024_KeyResults.pdf,Unfavorable,14.0,38,52,Kamala Harris Favorability,harris_favorability,2024-06-28,2024-06-30
145683,poll,Data for Progress (D)**,6/28 - 6/28,1011 LV,3.0,https://www.dataforprogress.org/blog/2024/6/29/in-post-debate-poll-voters-think-biden-is-too-old-to-be-president-yet-alternative-candidates-perform-similarly-against-trump,Unfavorable,7.0,44,51,Kamala Harris Favorability,harris_favorability,2024-06-28,2024-06-28
145634,poll,Economist/YouGov,6/23 - 6/25,1406 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DqmBE9q.pdf,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2024-06-23,2024-06-25
145725,poll,Rasmussen Reports,6/23 - 6/24,1112 LV,0.0,https://www.rasmussenreports.com/public_content/politics/biden_administration/kamala_harris_voters_still_don_t_like_vp_very_much,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2024-06-23,2024-06-24
145548,poll,Economist/YouGov,6/16 - 6/18,1396 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BAWCOh6.pdf,Unfavorable,17.0,40,57,Kamala Harris Favorability,harris_favorability,2024-06-16,2024-06-18
145536,poll,FOX News,6/14 - 6/17,1095 RV,3.0,https://www.foxnews.com/official-polls/fox-news-poll-three-point-shift-biden-trump-matchup-since-may,Unfavorable,16.0,41,57,Kamala Harris Favorability,harris_favorability,2024-06-14,2024-06-17
145460,poll,Economist/YouGov,6/9 - 6/11,1399 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_maqVHQt.pdf,Unfavorable,14.0,41,55,Kamala Harris Favorability,harris_favorability,2024-06-09,2024-06-11
145367,poll,Economist/YouGov,6/2 - 6/4,1566 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nL3J3e1.pdf,Unfavorable,17.0,40,57,Kamala Harris Favorability,harris_favorability,2024-06-02,2024-06-04
145305,poll,Economist/YouGov,5/25 - 5/28,1547 RV,2.9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5ePXwWM.pdf,Unfavorable,13.0,42,55,Kamala Harris Favorability,harris_favorability,2024-05-25,2024-05-28
145204,poll,Economist/YouGov,5/19 - 5/21,1560 RV,2.8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_9aJ08Ik.pdf,Unfavorable,16.0,40,56,Kamala Harris Favorability,harris_favorability,2024-05-19,2024-05-21
145159,poll,Harvard-Harris,5/15 - 5/16,1660 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2024/05/HHP_May2024_KeyResults.pdf,Unfavorable,8.0,42,50,Kamala Harris Favorability,harris_favorability,2024-05-15,2024-05-16
145121,poll,Economist/YouGov,5/12 - 5/14,1586 RV,2.9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nURRSN3.pdf,Unfavorable,13.0,42,55,Kamala Harris Favorability,harris_favorability,2024-05-12,2024-05-14
145137,poll,FOX News,5/10 - 5/13,1126 RV,4.0,https://www.foxnews.com/official-polls/fox-news-poll-leading-presidential-race-questions-2024,Unfavorable,15.0,40,55,Kamala Harris Favorability,harris_favorability,2024-05-10,2024-05-13
145230,poll,Marquette,5/6 - 5/15,811 RV,4.6,https://law.marquette.edu/poll/wp-content/uploads/2024/05/MLSPSC20ToplinesRV.html,Unfavorable,24.0,35,59,Kamala Harris Favorability,harris_favorability,2024-05-06,2024-05-15
145058,poll,Economist/YouGov,5/5 - 5/7,1598 RV,2.8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Agwhapd.pdf,Unfavorable,18.0,39,57,Kamala Harris Favorability,harris_favorability,2024-05-05,2024-05-07
144995,poll,Economist/YouGov,4/28 - 4/30,1479 RV,2.9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0NJUiMQ.pdf,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2024-04-28,2024-04-30
144936,poll,Harvard-Harris,4/24 - 4/25,1961 RV,0.0,https://harvardharrispoll.com/key-results-april-3/,Unfavorable,9.0,41,50,Kamala Harris Favorability,harris_favorability,2024-04-24,2024-04-25
144896,poll,Economist/YouGov,4/21 - 4/23,1470 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_20240422.pdf,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2024-04-21,2024-04-23
144798,poll,Economist/YouGov,4/14 - 4/16,1358 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HqmM53D.pdf,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2024-04-14,2024-04-16
144858,poll,NBC News,4/12 - 4/16,1000 RV,3.0,https://www.documentcloud.org/documents/24564257-240126-nbc-april-2024-poll-4-21-2024-release,Unfavorable,17.0,33,50,Kamala Harris Favorability,harris_favorability,2024-04-12,2024-04-16
144726,poll,Economist/YouGov,4/6 - 4/9,1583 RV,2.9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_lMxEeEw.pdf,Unfavorable,17.0,40,57,Kamala Harris Favorability,harris_favorability,2024-04-06,2024-04-09
144695,poll,Emerson,4/2 - 4/3,1438 RV,2.5,https://emersoncollegepolling.com/april-2024-national-poll-trump-46-biden-45/,Unfavorable,10.0,43,53,Kamala Harris Favorability,harris_favorability,2024-04-02,2024-04-03
144668,poll,Economist/YouGov,3/30 - 4/2,1604 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5VGK6NY.pdf,Unfavorable,12.0,43,55,Kamala Harris Favorability,harris_favorability,2024-03-30,2024-04-02
144680,poll,Data for Progress (D)**,3/27 - 3/29,1200 LV,3.0,https://www.dataforprogress.org/blog/2024/4/3/biden-trump-environment-april,Unfavorable,13.0,41,54,Kamala Harris Favorability,harris_favorability,2024-03-27,2024-03-29
144589,poll,Economist/YouGov,3/24 - 3/26,1415 RV,3.4,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mTlzQOB.pdf,Unfavorable,20.0,38,58,Kamala Harris Favorability,harris_favorability,2024-03-24,2024-03-26
144620,poll,FOX News,3/22 - 3/25,1094 RV,3.0,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/Fox_March-22-25-2024_National_Topline_March-27-Release.pdf,Unfavorable,21.0,38,59,Kamala Harris Favorability,harris_favorability,2024-03-22,2024-03-25
144690,poll,Marquette,3/18 - 3/28,868 RV,4.3,https://law.marquette.edu/poll/wp-content/uploads/2024/04/MLSPSC19ToplinesRV.html#B1:_Trump_vs_Biden,Unfavorable,25.0,35,60,Kamala Harris Favorability,harris_favorability,2024-03-18,2024-03-28
144533,poll,Harvard-Harris,3/20 - 3/21,2111 RV,0.0,https://harvardharrispoll.com/key-results-march-4/,Unfavorable,8.0,42,50,Kamala Harris Favorability,harris_favorability,2024-03-20,2024-03-21
144481,poll,Economist/YouGov,3/16 - 3/19,1510 RV,3.4,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZAAqLw8.pdf,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2024-03-16,2024-03-19
144382,poll,Economist/YouGov,3/10 - 3/12,1367 RV,3.5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ba6mR1n.pdf,Unfavorable,8.0,44,52,Kamala Harris Favorability,harris_favorability,2024-03-10,2024-03-12
144301,poll,Economist/YouGov,3/3 - 3/5,1450 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nmFBeqb.pdf,Unfavorable,16.0,40,56,Kamala Harris Favorability,harris_favorability,2024-03-03,2024-03-05
144243,poll,FOX News,2/25 - 2/28,1262 RV,2.5,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/Fox_February-25-28-2024_National_Topline_March-3-Release.pdf,Unfavorable,23.0,37,60,Kamala Harris Favorability,harris_favorability,2024-02-25,2024-02-28
144215,poll,NY Times/Siena,2/25 - 2/28,980 LV,3.5,https://www.nytimes.com/interactive/2024/03/02/us/elections/times-siena-poll-likely-electorate-crosstabs.html,Unfavorable,16.0,38,54,Kamala Harris Favorability,harris_favorability,2024-02-25,2024-02-28
144156,poll,Economist/YouGov,2/25 - 2/27,1498 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_XLG2Z6p.pdf,Unfavorable,10.0,43,53,Kamala Harris Favorability,harris_favorability,2024-02-25,2024-02-27
144224,poll,Wall Street Journal,2/21 - 2/28,1500 RV,2.5,https://s.wsj.net/public/resources/documents/WSJ_Partial_Results_Feb_2024.pdf,Unfavorable,20.0,36,56,Kamala Harris Favorability,harris_favorability,2024-02-21,2024-02-28
144116,poll,Harvard-Harris,2/21 - 2/22,2022 RV,0.0,https://harvardharrispoll.com/,Unfavorable,9.0,42,51,Kamala Harris Favorability,harris_favorability,2024-02-21,2024-02-22
144021,poll,Economist/YouGov,2/18 - 2/20,1360 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_LbK5uKN.pdf,Unfavorable,9.0,44,53,Kamala Harris Favorability,harris_favorability,2024-02-18,2024-02-20
144051,poll,Quinnipiac,2/15 - 2/19,1421 RV,4.1,https://poll.qu.edu/images/polling/us/us02212024_regvoter_upox75.pdf,Unfavorable,19.0,33,52,Kamala Harris Favorability,harris_favorability,2024-02-15,2024-02-19
143906,poll,Economist/YouGov,2/11 - 2/13,1470 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bC3K16R.pdf,Unfavorable,5.0,46,51,Kamala Harris Favorability,harris_favorability,2024-02-11,2024-02-13
144077,poll,Marquette,2/5 - 2/15,787 RV,0.0,https://law.marquette.edu/poll/wp-content/uploads/2024/02/MLSPSC18ToplinesRV.html#D3:_Favunfav:_Biden,Unfavorable,20.0,36,56,Kamala Harris Favorability,harris_favorability,2024-02-05,2024-02-15
143842,poll,Economist/YouGov,2/4 - 2/6,1399 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_H1zTWuF.pdf,Unfavorable,11.0,43,54,Kamala Harris Favorability,harris_favorability,2024-02-04,2024-02-06
143705,poll,Economist/YouGov,1/28 - 1/30,1486 RV,2.9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_f5kOruS.pdf,Unfavorable,11.0,42,53,Kamala Harris Favorability,harris_favorability,2024-01-28,2024-01-30
143804,poll,NBC News,1/26 - 1/30,1000 RV,0.0,https://www.documentcloud.org/documents/24402843-240037-nbc-january-2024-poll_2424-release,Unfavorable,25.0,28,53,Kamala Harris Favorability,harris_favorability,2024-01-26,2024-01-30
143761,poll,CNN,1/25 - 1/30,1212 RV,3.4,https://s3.documentcloud.org/documents/24400249/cnn-poll-trump-narrowly-leads-biden-in-general-election-rematch.pdf,Unfavorable,20.0,32,52,Kamala Harris Favorability,harris_favorability,2024-01-25,2024-01-30
143641,poll,Economist/YouGov,1/21 - 1/23,1497 RV,2.8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_i9N6Z0N.pdf,Unfavorable,12.0,42,54,Kamala Harris Favorability,harris_favorability,2024-01-21,2024-01-23
143599,poll,Harvard-Harris,1/17 - 1/18,2346 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2024/01/HHP_Jan24_KeyResults.pdf,Unfavorable,7.0,43,50,Kamala Harris Favorability,harris_favorability,2024-01-17,2024-01-18
143538,poll,Economist/YouGov,1/14 - 1/16,1472 RV,2.8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HvTrDQB.pdf,Unfavorable,11.0,43,54,Kamala Harris Favorability,harris_favorability,2024-01-14,2024-01-16
143456,poll,Economist/YouGov,1/7 - 1/9,1417 RV,2.9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wOkNqe4.pdf,Unfavorable,9.0,44,53,Kamala Harris Favorability,harris_favorability,2024-01-07,2024-01-09
143391,poll,Economist/YouGov,12/31 - 1/2,1343 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_11nGFKX.pdf,Unfavorable,11.0,43,54,Kamala Harris Favorability,harris_favorability,2023-12-31,2024-01-02
143312,poll,Economist/YouGov,12/16 - 12/18,1336 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pJolTxJ.pdf,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2023-12-16,2023-12-18
143235,poll,Harvard-Harris,12/13 - 12/14,2034 RV,2.0,https://harvardharrispoll.com/wp-content/uploads/2023/12/HHP_Dec23_KeyResults.pdf,Unfavorable,8.0,42,50,Kamala Harris Favorability,harris_favorability,2023-12-13,2023-12-14
143190,poll,Economist/YouGov,12/9 - 12/12,1332 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_y2MuS3t.pdf,Unfavorable,14.0,41,55,Kamala Harris Favorability,harris_favorability,2023-12-09,2023-12-12
143109,poll,Economist/YouGov,12/2 - 12/5,1291 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BOEC4TZ.pdf,Unfavorable,16.0,41,57,Kamala Harris Favorability,harris_favorability,2023-12-02,2023-12-05
143139,poll,Wall Street Journal,11/29 - 12/4,1500 RV,2.5,https://s.wsj.net/public/resources/documents/WSJ_Poll_Dec_2023.pdf,Unfavorable,26.0,33,59,Kamala Harris Favorability,harris_favorability,2023-11-29,2023-12-04
143045,poll,Economist/YouGov,11/25 - 11/27,1323 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_3GgK6Vy.pdf,Unfavorable,13.0,42,55,Kamala Harris Favorability,harris_favorability,2023-11-25,2023-11-27
143021,poll,Economist/YouGov,11/18 - 11/20,1323 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ewAQzcE.pdf,Unfavorable,13.0,42,55,Kamala Harris Favorability,harris_favorability,2023-11-18,2023-11-20
142965,poll,Harvard-Harris,11/15 - 11/16,2851 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2023/11/HHP_Nov23_KeyResults.pdf,Unfavorable,2.0,45,47,Kamala Harris Favorability,harris_favorability,2023-11-15,2023-11-16
142829,poll,Economist/YouGov,11/11 - 11/14,1272 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_g1diQvj.pdf,Unfavorable,12.0,42,54,Kamala Harris Favorability,harris_favorability,2023-11-11,2023-11-14
142989,poll,NBC News,11/10 - 11/14,1000 RV,3.1,https://www.documentcloud.org/documents/24171452-230343-nbc-november-2023-poll_111923-release-v2,Unfavorable,23.0,29,52,Kamala Harris Favorability,harris_favorability,2023-11-10,2023-11-14
142746,poll,Economist/YouGov,11/5 - 11/7,1313 RV,0.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Vow57W6.pdf,Unfavorable,16.0,41,57,Kamala Harris Favorability,harris_favorability,2023-11-05,2023-11-07
142904,poll,Marquette,11/2 - 11/7,856 RV,0.0,https://law.marquette.edu/poll/wp-content/uploads/2023/11/MLSPSC17ToplinesRV.html,Unfavorable,26.0,34,60,Kamala Harris Favorability,harris_favorability,2023-11-02,2023-11-07
142720,poll,CNN,10/27 - 11/2,1271 RV,3.4,https://s3.documentcloud.org/documents/24130797/cnn-poll-on-2024.pdf,Unfavorable,22.0,33,55,Kamala Harris Favorability,harris_favorability,2023-10-27,2023-11-02
142620,poll,Economist/YouGov,10/28 - 10/31,1333 RV,2.9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_bpzPgoE.pdf,Unfavorable,17.0,40,57,Kamala Harris Favorability,harris_favorability,2023-10-28,2023-10-31
142560,poll,Economist/YouGov,10/21 - 10/24,1296 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_WzgzhWp.pdf,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2023-10-21,2023-10-24
142534,poll,USA Today/Suffolk,10/17 - 10/20,1000 RV,3.1,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2023/10_23_2023_marginals_embargoed_1.pdf?la=en&amp;hash=70BA9F3E1B524CE8D52AB6C553F49E0648CB0515,Unfavorable,20.0,33,53,Kamala Harris Favorability,harris_favorability,2023-10-17,2023-10-20
142514,poll,Harvard-Harris,10/18 - 10/19,2116 RV,2.0,https://harvardharrispoll.com/key-results-october-4/,Unfavorable,3.0,44,47,Kamala Harris Favorability,harris_favorability,2023-10-18,2023-10-19
142454,poll,Economist/YouGov,10/14 - 10/17,1296 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uXN5Bmo.pdf,Unfavorable,12.0,42,54,Kamala Harris Favorability,harris_favorability,2023-10-14,2023-10-17
142335,poll,Economist/YouGov,10/8 - 10/10,1319 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8o4rs21.pdf,Unfavorable,14.0,40,54,Kamala Harris Favorability,harris_favorability,2023-10-08,2023-10-10
142378,poll,FOX News,10/6 - 10/9,1007 RV,0.0,https://static.foxnews.com/foxnews.com/content/uploads/2023/10/Fox_October-6-9-2023_National_Topline_October-12-Release.pdf,Unfavorable,17.0,40,57,Kamala Harris Favorability,harris_favorability,2023-10-06,2023-10-09
142300,poll,Reuters/Ipsos,10/3 - 10/4,1005 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2023-10/Reuters%20Ipsos%202024%20Campaign%20Ukraine%20Congress%20Topline%2010%2006%202023.pdf,Unfavorable,22.0,36,58,Kamala Harris Favorability,harris_favorability,2023-10-03,2023-10-04
142237,poll,Economist/YouGov,9/30 - 10/3,1368 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ZYxhZlV.pdf,Unfavorable,11.0,43,54,Kamala Harris Favorability,harris_favorability,2023-09-30,2023-10-03
142173,poll,Economist/YouGov,9/23 - 9/26,1293 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_wyX9VrC.pdf,Unfavorable,19.0,39,58,Kamala Harris Favorability,harris_favorability,2023-09-23,2023-09-26
142276,poll,Marquette,9/18 - 9/25,781 RV,0.0,https://law.marquette.edu/poll/wp-content/uploads/2023/10/MLSPSC16ToplinesRV.html#D1:_Biden_job_approval,Unfavorable,21.0,36,57,Kamala Harris Favorability,harris_favorability,2023-09-18,2023-09-25
142093,poll,Economist/YouGov,9/17 - 9/19,1303 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xf4D6qH.pdf,Unfavorable,19.0,38,57,Kamala Harris Favorability,harris_favorability,2023-09-17,2023-09-19
142139,poll,NBC News,9/15 - 9/19,1000 RV,3.1,https://www.nbcnews.com/meet-the-press/first-read/poll-overwhelming-majorities-express-concerns-biden-trump-ahead-2024-r-rcna111347,Unfavorable,20.0,31,51,Kamala Harris Favorability,harris_favorability,2023-09-15,2023-09-19
