id,type,pollster,date,sampleSize,marginError,link,spread_winner,spread_value,right_direction_value,wrong_track_value,name,slug,polling_start_date,polling_end_date
148095,poll,HarrisX,10/9 - 10/11,2010 RV,0.0,https://elections.harrisx.com/public/Deseret_News_HarrisX_Political_Oct_14_2024_2_day.html,Wrong Track,-37.0,26,63,Direction of Country,country_direction,2024-10-09,2024-10-11
147966,poll,Rasmussen Reports,10/6 - 10/10,2418 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_oct14,Wrong Track,-25.0,35,60,Direction of Country,country_direction,2024-10-06,2024-10-10
147930,poll,NBC News,10/4 - 10/8,1000 RV,3.1,https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,Wrong Track,-33.0,31,64,Direction of Country,country_direction,2024-10-04,2024-10-08
148002,poll,Marquette,10/1 - 10/10,699 LV,4.7,https://law.marquette.edu/poll/wp-content/uploads/2024/10/MLSPSC22ToplinesLV_NationalIssues.html#B1:_Trump_vs_Harris,Wrong Track,-58.0,21,79,Direction of Country,country_direction,2024-10-01,2024-10-10
147784,poll,Yahoo News,10/2 - 10/4,1032 LV,0.0,https://www.scribd.com/document/777272307/20241004-politics,Wrong Track,-34.0,28,62,Direction of Country,country_direction,2024-10-02,2024-10-04
147781,poll,Rasmussen Reports,9/29 - 10/3,1748 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_oct07,Wrong Track,-27.0,34,61,Direction of Country,country_direction,2024-09-29,2024-10-03
147689,poll,Economist/YouGov,9/29 - 10/1,1266 LV,0.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_JAnqssN.pdf,Wrong Track,-29.0,31,60,Direction of Country,country_direction,2024-09-29,2024-10-01
147610,poll,Rasmussen Reports,9/22 - 9/26,1776 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_sep30,Wrong Track,-23.0,36,59,Direction of Country,country_direction,2024-09-22,2024-09-26
147468,poll,Economist/YouGov,9/21 - 9/24,1236 LV,0.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,Wrong Track,-42.0,24,66,Direction of Country,country_direction,2024-09-21,2024-09-24
147539,poll,Reuters/Ipsos,9/20 - 9/22,1029 A,0.0,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2009%2025%202024%20PDF.pdf,Wrong Track,-47.0,16,63,Direction of Country,country_direction,2024-09-20,2024-09-22
147426,poll,Rasmussen Reports,9/16 - 9/22,1571 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_sep23,Wrong Track,-24.0,35,59,Direction of Country,country_direction,2024-09-16,2024-09-22
147269,poll,Economist/YouGov,9/15 - 9/17,1445 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_dUFR0mV.pdf,Wrong Track,-36.0,28,64,Direction of Country,country_direction,2024-09-15,2024-09-17
147403,poll,NBC News,9/13 - 9/17,1000 RV,3.1,https://www.nbcnews.com/politics/2024-election/poll-newly-popular-harris-challenging-trump-change-rcna171308,Wrong Track,-37.0,28,65,Direction of Country,country_direction,2024-09-13,2024-09-17
147363,poll,GWU/HarrisX,9/14 - 9/16,1505 RV,0.0,https://elections.harrisx.com/public/GW_Society_of_Presidential_Pollsters_2024.html,Wrong Track,-38.0,27,65,Direction of Country,country_direction,2024-09-14,2024-09-16
147251,poll,Forbes/HarrisX,9/11 - 9/13,3018 RV,1.8,https://elections.harrisx.com/public/harrisx-permanent-political-debate-11-to-13.html,Wrong Track,-32.0,28,60,Direction of Country,country_direction,2024-09-11,2024-09-13
147185,poll,Yahoo News,9/11 - 9/13,1090 LV,0.0,https://www.scribd.com/document/769207834/Yahoo-News-YouGov-poll-9-14,Wrong Track,-36.0,28,64,Direction of Country,country_direction,2024-09-11,2024-09-13
147144,poll,Rasmussen Reports,9/8 - 9/12,2515 LV,2.5,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,Wrong Track,-25.0,35,60,Direction of Country,country_direction,2024-09-08,2024-09-12
147118,poll,Economist/YouGov,9/8 - 9/10,1464 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_k1paNHZ.pdf,Wrong Track,-38.0,26,64,Direction of Country,country_direction,2024-09-08,2024-09-10
147065,poll,NY Times/Siena,9/3 - 9/6,1695 LV,0.0,https://www.nytimes.com/interactive/2024/09/08/us/politics/times-siena-poll-likely-electorate-crosstabs.html,Wrong Track,-30.0,30,60,Direction of Country,country_direction,2024-09-03,2024-09-06
147074,poll,Harvard-Harris,9/4 - 9/5,2358 RV,0.0,https://harvardharrispoll.com/topline-september-3/,Wrong Track,-31.0,30,61,Direction of Country,country_direction,2024-09-04,2024-09-05
147073,poll,Rasmussen Reports,9/1 - 9/5,1806 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_sep09,Wrong Track,-27.0,34,61,Direction of Country,country_direction,2024-09-01,2024-09-05
146975,poll,Economist/YouGov,9/1 - 9/3,1389 RV,3.3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HIwtch9.pdf,Wrong Track,-30.0,30,60,Direction of Country,country_direction,2024-09-01,2024-09-03
146937,poll,Rasmussen Reports,8/25 - 8/29,1844 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_sep02,Wrong Track,-23.0,36,59,Direction of Country,country_direction,2024-08-25,2024-08-29
146940,poll,USA Today/Suffolk,8/25 - 8/28,1000 LV,0.0,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/9_3_2024_corrected_national_marginals_2.pdf?la=en&amp;hash=714D622BA5EF54D1FDB38B8F7D141797031F51E0,Wrong Track,-27.0,31,58,Direction of Country,country_direction,2024-08-25,2024-08-28
146819,poll,Economist/YouGov,8/25 - 8/27,1368 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EQQr3lh.pdf,Wrong Track,-35.0,28,63,Direction of Country,country_direction,2024-08-25,2024-08-27
146802,poll,Yahoo News,8/22 - 8/26,1200 RV,0.0,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-a-huge-surge-in-democratic-optimism--but-no-big-bounce-for-harris--after-the-dnc-194934515.html,Wrong Track,-28.0,32,60,Direction of Country,country_direction,2024-08-22,2024-08-26
146888,poll,Reuters/Ipsos,8/23 - 8/25,1028 A,0.0,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2008%2028%202024%20PDF.pdf,Wrong Track,-43.0,19,62,Direction of Country,country_direction,2024-08-23,2024-08-25
146789,poll,Rasmussen Reports,8/18 - 8/22,1909 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_aug26,Wrong Track,-27.0,34,61,Direction of Country,country_direction,2024-08-18,2024-08-22
146670,poll,Economist/YouGov,8/17 - 8/20,1371 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Dgf6Oqh.pdf,Wrong Track,-34.0,29,63,Direction of Country,country_direction,2024-08-17,2024-08-20
146659,poll,Rasmussen Reports,8/11 - 8/15,1881 LV,2.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_aug19,Wrong Track,-25.0,35,60,Direction of Country,country_direction,2024-08-11,2024-08-15
146550,poll,Economist/YouGov,8/11 - 8/13,1407 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8IEdK8V.pdf,Wrong Track,-34.0,29,63,Direction of Country,country_direction,2024-08-11,2024-08-13
146523,poll,Rasmussen Reports,8/4 - 8/8,1802 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_aug05,Wrong Track,-27.0,34,61,Direction of Country,country_direction,2024-08-04,2024-08-08
146453,poll,Economist/YouGov,8/4 - 8/6,1413 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qdE4wzP.pdf,Wrong Track,-39.0,26,65,Direction of Country,country_direction,2024-08-04,2024-08-06
146737,poll,HarrisX,8/2 - 8/3,1011 RV,3.1,https://www.deseret.com/politics/2024/08/19/poll-could-pessimism-about-the-economy-sink-kamala-harris/,Wrong Track,-40.0,27,67,Direction of Country,country_direction,2024-08-02,2024-08-03
146485,poll,CNBC,7/31 - 8/4,1001 RV,3.1,https://www.cnbc.com/2024/08/08/trump-holds-2-point-lead-over-harris-with-a-big-advantage-on-economy-cnbc-survey-shows.html,Wrong Track,-44.0,22,66,Direction of Country,country_direction,2024-07-31,2024-08-04
146522,poll,Rasmussen Reports,7/28 - 8/1,1794 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_aug05,Wrong Track,-29.0,33,62,Direction of Country,country_direction,2024-07-28,2024-08-01
146355,poll,Economist/YouGov,7/27 - 7/30,1434 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5LIBPv8.pdf,Wrong Track,-42.0,24,66,Direction of Country,country_direction,2024-07-27,2024-07-30
146304,poll,Harvard-Harris,7/26 - 7/28,2196 RV,2.1,https://harvardharrispoll.com/crosstabs-july-3/,Wrong Track,-31.0,30,61,Direction of Country,country_direction,2024-07-26,2024-07-28
146405,poll,Reuters/Ipsos,7/26 - 7/28,1025 A,3.2,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2007%2031%202024.pdf,Wrong Track,-56.0,14,70,Direction of Country,country_direction,2024-07-26,2024-07-28
146299,poll,Rasmussen Reports,7/22 - 7/28,1500 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_july29,Wrong Track,-25.0,35,60,Direction of Country,country_direction,2024-07-22,2024-07-28
146252,poll,Forbes/HarrisX,7/22 - 7/25,3013 RV,1.8,https://www.realclearpolitics.com/docs/2024/Forbes_HarrisX_July_26_2024.xlsx,Wrong Track,-45.0,22,67,Direction of Country,country_direction,2024-07-22,2024-07-25
146232,poll,NY Times/Siena,7/22 - 7/24,1142 LV,0.0,https://www.nytimes.com/interactive/2024/07/25/us/elections/times-siena-poll-likely-electorate-crosstabs.html,Wrong Track,-31.0,29,60,Direction of Country,country_direction,2024-07-22,2024-07-24
146173,poll,Economist/YouGov,7/21 - 7/23,1435 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_U76IOiF.pdf,Wrong Track,-49.0,21,70,Direction of Country,country_direction,2024-07-21,2024-07-23
146143,poll,Yahoo News,7/19 - 7/22,1178 RV,0.0,https://www.scribd.com/document/752747800/20240722-pol,Wrong Track,-50.0,21,71,Direction of Country,country_direction,2024-07-19,2024-07-22
146112,poll,Forbes/HarrisX,7/19 - 7/21,2753 RV,1.9,https://www.harrisx.com/content/hop-july-19-21-2024,Wrong Track,-47.0,21,68,Direction of Country,country_direction,2024-07-19,2024-07-21
146107,poll,Rasmussen Reports,7/14 - 7/18,1908 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_july08,Wrong Track,-35.0,29,64,Direction of Country,country_direction,2024-07-14,2024-07-18
146026,poll,Economist/YouGov,7/13 - 7/16,1404 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sPu9WiO.pdf,Wrong Track,-50.0,21,71,Direction of Country,country_direction,2024-07-13,2024-07-16
146006,poll,Forbes/HarrisX,7/13 - 7/15,1918 RV,2.2,https://www.harrisx.com/content/trump-assassination-attempt-full-results,Wrong Track,-43.0,23,66,Direction of Country,country_direction,2024-07-13,2024-07-15
145950,poll,Rasmussen Reports,7/7 - 7/11,1847 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_july08,Wrong Track,-30.0,32,62,Direction of Country,country_direction,2024-07-07,2024-07-11
145865,poll,Economist/YouGov,7/7 - 7/9,1443 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_RptTnGc.pdf,Wrong Track,-50.0,21,71,Direction of Country,country_direction,2024-07-07,2024-07-09
145764,poll,Economist/YouGov,6/30 - 7/2,1392 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xTDr4ON.pdf,Wrong Track,-49.0,21,70,Direction of Country,country_direction,2024-06-30,2024-07-02
145834,poll,Rasmussen Reports,6/30 - 7/2,1117 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_july08,Wrong Track,-36.0,30,66,Direction of Country,country_direction,2024-06-30,2024-07-02
145781,poll,Wall Street Journal,6/29 - 7/2,1500 RV,2.5,https://prod-i.a.dj.com/public/resources/documents/WSJ_June_2023_Partial_Results.pdf,Wrong Track,-50.0,20,70,Direction of Country,country_direction,2024-06-29,2024-07-02
145774,poll,NY Times/Siena,6/28 - 7/2,1532 LV,0.0,https://www.nytimes.com/2024/07/03/us/politics/poll-debate-biden-trump.html,Wrong Track,-46.0,23,69,Direction of Country,country_direction,2024-06-28,2024-07-02
145746,poll,Yahoo News,6/28 - 7/1,1176 RV,0.0,https://www.scribd.com/document/747387252/20240701-politics-1,Wrong Track,-40.0,26,66,Direction of Country,country_direction,2024-06-28,2024-07-01
145717,poll,Harvard-Harris,6/28 - 6/30,2090 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2024/07/HHP_June2024_KeyResults.pdf,Wrong Track,-34.0,28,62,Direction of Country,country_direction,2024-06-28,2024-06-30
145721,poll,USA Today/Suffolk,6/28 - 6/30,1000 RV,3.0,https://www.usatoday.com/story/news/politics/elections/2024/07/02/biden-trump-poll-post-debate/74263315007/,Wrong Track,-43.0,24,67,Direction of Country,country_direction,2024-06-28,2024-06-30
145686,poll,Rasmussen Reports,6/23 - 6/27,2196 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_july01,Wrong Track,-31.0,32,63,Direction of Country,country_direction,2024-06-23,2024-06-27
145630,poll,Economist/YouGov,6/23 - 6/25,1406 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DqmBE9q.pdf,Wrong Track,-40.0,26,66,Direction of Country,country_direction,2024-06-23,2024-06-25
145668,poll,Reuters/Ipsos,6/21 - 6/23,1019 A,0.0,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2006%2026%202024%20PDF%20FINAL.pdf,Wrong Track,-55.0,13,68,Direction of Country,country_direction,2024-06-21,2024-06-23
145658,poll,NY Times/Siena,6/20 - 6/25,1226 LV,3.5,https://www.nytimes.com/interactive/2024/06/26/us/elections/times-siena-poll-likely-electorate-crosstabs.html,Wrong Track,-42.0,24,66,Direction of Country,country_direction,2024-06-20,2024-06-25
145624,poll,Rasmussen Reports,6/16 - 6/20,1805 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_june24,Wrong Track,-32.0,31,63,Direction of Country,country_direction,2024-06-16,2024-06-20
145544,poll,Economist/YouGov,6/16 - 6/18,1396 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BAWCOh6.pdf,Wrong Track,-41.0,26,67,Direction of Country,country_direction,2024-06-16,2024-06-18
145499,poll,Rasmussen Reports,6/9 - 6/13,1803 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_june10,Wrong Track,-27.0,33,60,Direction of Country,country_direction,2024-06-09,2024-06-13
147213,poll,Rasmussen Reports,9/8 - 9/12,2515 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_sep16,Wrong Track,-25.0,35,60,Direction of Country,country_direction,2024-09-08,2024-09-12
145456,poll,Economist/YouGov,6/9 - 6/11,1399 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_maqVHQt.pdf,Wrong Track,-44.0,24,68,Direction of Country,country_direction,2024-06-09,2024-06-11
145413,poll,Yahoo News,6/3 - 6/6,1244 RV,0.0,https://www.scribd.com/document/740249729/Yahoo-News-YouGov-20240606,Wrong Track,-40.0,25,65,Direction of Country,country_direction,2024-06-03,2024-06-06
145441,poll,Rasmussen Reports,6/2 - 6/6,1788 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_june10,Wrong Track,-29.0,33,62,Direction of Country,country_direction,2024-06-02,2024-06-06
145364,poll,Economist/YouGov,6/2 - 6/4,1566 RV,3.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nL3J3e1.pdf,Wrong Track,-44.0,24,68,Direction of Country,country_direction,2024-06-02,2024-06-04
145381,poll,Newsnation,5/28 - 5/29,1000 RV,0.0,https://www.newsnationnow.com/polls/poll-debates-rfk-economy/,Wrong Track,-46.0,22,68,Direction of Country,country_direction,2024-05-28,2024-05-29
145346,poll,Rasmussen Reports,5/26 - 5/30,1852 LV,2.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_june06,Wrong Track,-31.0,32,63,Direction of Country,country_direction,2024-05-26,2024-05-30
146970,poll,TIPP,8/28 - 8/30,1582 A,0.0,https://tippinsights.com/economy-border-security-and-inflation-dominate-voter-priorities-just-60-days-before-election/,Wrong Track,-23.0,37,60,Direction of Country,country_direction,2024-08-28,2024-08-30
145301,poll,Economist/YouGov,5/25 - 5/28,1547 RV,2.9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5ePXwWM.pdf,Wrong Track,-44.0,24,68,Direction of Country,country_direction,2024-05-25,2024-05-28
145286,poll,Rasmussen Reports,5/19 - 5/23,1852 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_may20,Wrong Track,-31.0,32,63,Direction of Country,country_direction,2024-05-19,2024-05-23
145199,poll,Economist/YouGov,5/19 - 5/21,1560 RV,2.8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_9aJ08Ik.pdf,Wrong Track,-44.0,24,68,Direction of Country,country_direction,2024-05-19,2024-05-21
145241,poll,Reuters/Ipsos,5/17 - 5/20,1017 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-05/Reuters%20Ipsos%20Core%20Political%2005%2022%202024%20PDF.pdf,Wrong Track,-54.0,14,68,Direction of Country,country_direction,2024-05-17,2024-05-20
145147,poll,Harvard-Harris,5/15 - 5/16,1660 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2024/05/HHP_May2024_KeyResults.pdf,Wrong Track,-25.0,33,58,Direction of Country,country_direction,2024-05-15,2024-05-16
145172,poll,Rasmussen Reports,5/12 - 5/16,1779 LV,2.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_may20,Wrong Track,-30.0,32,62,Direction of Country,country_direction,2024-05-12,2024-05-16
145113,poll,Economist/YouGov,5/12 - 5/14,1586 RV,0.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nURRSN3.pdf,Wrong Track,-41.0,25,66,Direction of Country,country_direction,2024-05-12,2024-05-14
145258,poll,Yahoo News,5/10 - 5/13,1203 RV,0.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/yahoo_combined_20240513.pdf,Wrong Track,-43.0,23,66,Direction of Country,country_direction,2024-05-10,2024-05-13
145100,poll,Rasmussen Reports,5/6 - 5/12,1831 LV,2.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_may13,Wrong Track,-39.0,28,67,Direction of Country,country_direction,2024-05-06,2024-05-12
145054,poll,Economist/YouGov,5/5 - 5/7,1598 RV,2.8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Agwhapd.pdf,Wrong Track,-44.0,23,67,Direction of Country,country_direction,2024-05-05,2024-05-07
145034,poll,USA Today/Suffolk,4/30 - 5/3,1000 RV,3.1,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/5_6_2024_national_marginals_embargoed_1.pdf?la=en&amp;hash=5D00EB11157F14E2CD1ECFFC16465D2D0411F673,Wrong Track,-46.0,23,69,Direction of Country,country_direction,2024-04-30,2024-05-03
145036,poll,Rasmussen Reports,4/28 - 5/2,1936 LV,2.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_may06,Wrong Track,-36.0,29,65,Direction of Country,country_direction,2024-04-28,2024-05-02
144992,poll,Economist/YouGov,4/28 - 4/30,1479 RV,2.9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0NJUiMQ.pdf,Wrong Track,-43.0,24,67,Direction of Country,country_direction,2024-04-28,2024-04-30
144923,poll,Harvard-Harris,4/24 - 4/25,1961 RV,0.0,https://www.realclearpolling.com/polls/president/general/2024/trump-vs-biden-vs-kennedy-vs-west-vs-stein,Wrong Track,-24.0,34,58,Direction of Country,country_direction,2024-04-24,2024-04-25
144957,poll,Rasmussen Reports,4/21 - 4/25,1851 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_apr29,Wrong Track,-34.0,30,64,Direction of Country,country_direction,2024-04-21,2024-04-25
144898,poll,Economist/YouGov,4/21 - 4/23,1470 RV,3.2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_20240422.pdf,Wrong Track,-47.0,23,70,Direction of Country,country_direction,2024-04-21,2024-04-23
144888,poll,Monmouth,4/18 - 4/22,746 RV,4.3,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_042424/,Wrong Track,-51.0,18,69,Direction of Country,country_direction,2024-04-18,2024-04-22
144869,poll,Rasmussen Reports,4/14 - 4/18,1851 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_apr22,Wrong Track,-34.0,30,64,Direction of Country,country_direction,2024-04-14,2024-04-18
144794,poll,Economist/YouGov,4/14 - 4/16,1358 RV,3.1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HqmM53D.pdf,Wrong Track,-43.0,24,67,Direction of Country,country_direction,2024-04-14,2024-04-16
144825,poll,Reuters/Ipsos,4/12 - 4/14,1016 A,3.3,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-04/Reuters%20Ipsos%20Core%20Political%20April%202024.pdf,Wrong Track,-50.0,15,65,Direction of Country,country_direction,2024-04-12,2024-04-14
